rownames	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	geneid	species
Ssus11-IGFBP4.3	0	0.46	0.534	0.257	0	5	Ssus11-IGFBP4	IGFBP4	Suss11
Ssus11-FLNA.3	0	0.47	0.978	0.836	0	5	Ssus11-FLNA	FLNA	Suss11
Ssus11-ENSSSCG00000033262.4	0	0.47	1	0.998	0	5	Ssus11-ENSSSCG00000033262	ENSSSCG00000033262	Suss11
Ssus11-COX6A2.5	0	-1.32	0.333	0.598	0	5	Ssus11-COX6A2	COX6A2	Suss11
Ssus11-SCARB2.3	0	0.53	0.573	0.321	0	5	Ssus11-SCARB2	SCARB2	Suss11
Ssus11-TPM1.5	0	-1.25	0.874	0.923	0	5	Ssus11-TPM1	TPM1	Suss11
Ssus11-SHISA5.3	0	0.49	0.574	0.319	0	5	Ssus11-SHISA5	SHISA5	Suss11
Ssus11-COX7A1.4	0	-1.61	0.513	0.707	0	5	Ssus11-COX7A1	COX7A1	Suss11
Ssus11-MYL2.5	0	-2.74	0.662	0.801	0	5	Ssus11-MYL2	MYL2	Suss11
Ssus11-PCP4.5	0	-1.24	0.088	0.37	0	5	Ssus11-PCP4	PCP4	Suss11
Ssus11-MYL3.5	0	-1.2	0.023	0.298	0	5	Ssus11-MYL3	MYL3	Suss11
Ssus11-MYBPC3.5	0	-1.4	0.211	0.489	0	5	Ssus11-MYBPC3	MYBPC3	Suss11
Ssus11-CRYAB.5	0	-1.73	0.619	0.779	0	5	Ssus11-CRYAB	CRYAB	Suss11
Ssus11-GJA1.4	0	-0.77	0.608	0.793	0	5	Ssus11-GJA1	GJA1	Suss11
Ssus11-YBX3.4	0	-0.85	0.607	0.773	0	5	Ssus11-YBX3	YBX3	Suss11
Ssus11-CPPED1.1	0	0.35	0.326	0.124	0	5	Ssus11-CPPED1	CPPED1	Suss11
Ssus11-SH3BGRL3.4	0	0.48	0.893	0.698	0	5	Ssus11-SH3BGRL3	SH3BGRL3	Suss11
Ssus11-ORAI2	0	0.37	0.327	0.126	0	5	Ssus11-ORAI2	ORAI2	Suss11
Ssus11-GPNMB.4	0	0.57	0.775	0.525	0	5	Ssus11-GPNMB	GPNMB	Suss11
Ssus11-NEBL.5	0	-0.98	0.101	0.373	0	5	Ssus11-NEBL	NEBL	Suss11
Ssus11-ATP2A2.5	0	-0.89	0.257	0.52	0	5	Ssus11-ATP2A2	ATP2A2	Suss11
Ssus11-TKT.3	0	0.48	0.594	0.337	0	5	Ssus11-TKT	TKT	Suss11
Ssus11-SPARCL1.5	0	-0.76	0.416	0.659	0	5	Ssus11-SPARCL1	SPARCL1	Suss11
Ssus11-SSR4.5	0	0.41	0.992	0.925	0	5	Ssus11-SSR4	SSR4	Suss11
Ssus11-SORBS2.4	0	-0.63	0.055	0.324	0	5	Ssus11-SORBS2	SORBS2	Suss11
Ssus11-SRGN.5	0	0.72	0.691	0.483	0	5	Ssus11-SRGN	SRGN	Suss11
Ssus11-ENSSSCG00000006395.4	0	0.45	0.945	0.806	0	5	Ssus11-ENSSSCG00000006395	ENSSSCG00000006395	Suss11
Ssus11-ANKRD1.5	0	-1.53	0.404	0.624	0	5	Ssus11-ANKRD1	ANKRD1	Suss11
Ssus11-ATP6V0B.3	0	0.49	0.861	0.718	0	5	Ssus11-ATP6V0B	ATP6V0B	Suss11
Ssus11-LGALS3.4	0	0.56	0.642	0.37	0	5	Ssus11-LGALS3	LGALS3	Suss11
Ssus11-CKMT2.5	0	-0.89	0.017	0.27	0	5	Ssus11-CKMT2	CKMT2	Suss11
Ssus11-TMSB4X.4	0	0.46	1	0.995	0	5	Ssus11-TMSB4X	TMSB4X	Suss11
Ssus11-RILPL2.1	0	0.39	0.39	0.172	0	5	Ssus11-RILPL2	RILPL2	Suss11
Ssus11-FHL1.4	0	-0.62	0.515	0.735	0	5	Ssus11-FHL1	FHL1	Suss11
Ssus11-SLC25A28	0	0.39	0.375	0.166	0	5	Ssus11-SLC25A28	SLC25A28	Suss11
Ssus11-PSMA6.1	0	0.56	0.609	0.399	0	5	Ssus11-PSMA6	PSMA6	Suss11
Ssus11-ENSSSCG00000010190.4	0	-2.44	0.649	0.79	0	5	Ssus11-ENSSSCG00000010190	ENSSSCG00000010190	Suss11
Ssus11-ENSSSCG00000007524.5	0	-0.75	0.726	0.846	0	5	Ssus11-ENSSSCG00000007524	ENSSSCG00000007524	Suss11
Ssus11-SHISA4.4	0	0.47	0.593	0.341	0	5	Ssus11-SHISA4	SHISA4	Suss11
Ssus11-CCR5	0	0.25	0.219	0.067	0	5	Ssus11-CCR5	CCR5	Suss11
Ssus11-ENSSSCG00000025499.3	0	0.43	0.548	0.296	0	5	Ssus11-ENSSSCG00000025499	ENSSSCG00000025499	Suss11
Ssus11-LTBP4.5	0	-0.71	0.397	0.645	0	5	Ssus11-LTBP4	LTBP4	Suss11
Ssus11-CYTB.5	0	-1.32	0.993	0.987	0	5	Ssus11-CYTB	CYTB	Suss11
Ssus11-ARPC4.3	0	0.46	0.778	0.562	0	5	Ssus11-ARPC4	ARPC4	Suss11
Ssus11-ARHGDIA.5	0	0.46	0.82	0.612	0	5	Ssus11-ARHGDIA	ARHGDIA	Suss11
Ssus11-TNNC1.5	0	-2.02	0.572	0.729	0	5	Ssus11-TNNC1	TNNC1	Suss11
Ssus11-PDLIM5.5	0	-0.72	0.137	0.394	0	5	Ssus11-PDLIM5	PDLIM5	Suss11
Ssus11-ND4.5	0	-1.58	0.891	0.923	0	5	Ssus11-ND4	ND4	Suss11
Ssus11-NT5C3A	0	0.25	0.224	0.071	0	5	Ssus11-NT5C3A	NT5C3A	Suss11
Ssus11-ENO3.5	0	-1.21	0.315	0.544	0	5	Ssus11-ENO3	ENO3	Suss11
Ssus11-PTPN18.4	0	0.46	0.817	0.649	0	5	Ssus11-PTPN18	PTPN18	Suss11
Ssus11-CASQ2.5	0	-0.74	0.075	0.322	0	5	Ssus11-CASQ2	CASQ2	Suss11
Ssus11-TCIRG1.1	0	0.38	0.397	0.185	0	5	Ssus11-TCIRG1	TCIRG1	Suss11
Ssus11-PDK4.5	0	-0.46	0.013	0.246	0	5	Ssus11-PDK4	PDK4	Suss11
Ssus11-ENSSSCG00000006418	0	0.39	0.399	0.191	0	5	Ssus11-ENSSSCG00000006418	ENSSSCG00000006418	Suss11
Ssus11-SNX10.1	0	0.31	0.286	0.109	0	5	Ssus11-SNX10	SNX10	Suss11
Ssus11-PRCP.3	0	0.43	0.47	0.246	0	5	Ssus11-PRCP	PRCP	Suss11
Ssus11-ND5.4	0	-0.9	0.37	0.607	0	5	Ssus11-ND5	ND5	Suss11
Ssus11-MYH7.4	0	-2.27	0.746	0.838	0	5	Ssus11-MYH7	MYH7	Suss11
Ssus11-ENSSSCG00000002449.5	0	-0.71	0.22	0.47	0	5	Ssus11-ENSSSCG00000002449	ENSSSCG00000002449	Suss11
Ssus11-CSRP3.5	0	-1.21	0.269	0.5	0	5	Ssus11-CSRP3	CSRP3	Suss11
Ssus11-EIF1.1	0	-0.41	0.932	0.97	0	5	Ssus11-EIF1	EIF1	Suss11
Ssus11-EEF1A2.5	0	-0.98	0.114	0.353	0	5	Ssus11-EEF1A2	EEF1A2	Suss11
Ssus11-NDUFA4.5	0	-1.35	0.581	0.729	0	5	Ssus11-NDUFA4	NDUFA4	Suss11
Ssus11-SERPINB1.1	0	0.29	0.291	0.114	0	5	Ssus11-SERPINB1	SERPINB1	Suss11
Ssus11-PSMB10.1	0	0.41	0.457	0.242	0	5	Ssus11-PSMB10	PSMB10	Suss11
Ssus11-CHCHD10.5	0	-1.2	0.53	0.695	0	5	Ssus11-CHCHD10	CHCHD10	Suss11
Ssus11-MED25	0	0.28	0.265	0.098	0	5	Ssus11-MED25	MED25	Suss11
Ssus11-BAG3.3	0	-0.85	0.196	0.432	0	5	Ssus11-BAG3	BAG3	Suss11
Ssus11-FLNC.5	0	-0.78	0.19	0.439	0	5	Ssus11-FLNC	FLNC	Suss11
Ssus11-MTERF3.5	0	-0.68	0.241	0.485	0	5	Ssus11-MTERF3	MTERF3	Suss11
Ssus11-ITGB2.3	0	0.44	0.571	0.326	0	5	Ssus11-ITGB2	ITGB2	Suss11
Ssus11-MIF.4	0	0.4	0.963	0.875	0	5	Ssus11-MIF	MIF	Suss11
Ssus11-CXCL14.5	0	0.44	0.629	0.367	0	5	Ssus11-CXCL14	CXCL14	Suss11
Ssus11-GGH.1	0	0.37	0.359	0.164	0	5	Ssus11-GGH	GGH	Suss11
Ssus11-TNNI3.5	0	-0.67	0.028	0.254	0	5	Ssus11-TNNI3	TNNI3	Suss11
Ssus11-MAD2L2	0	0.32	0.317	0.134	0	5	Ssus11-MAD2L2	MAD2L2	Suss11
Ssus11-GMFG.4	0	0.45	0.575	0.332	0	5	Ssus11-GMFG	GMFG	Suss11
Ssus11-LMOD2.5	0	-0.66	0.056	0.288	0	5	Ssus11-LMOD2	LMOD2	Suss11
Ssus11-ATP5MD.5	0	-0.71	0.615	0.782	0	5	Ssus11-ATP5MD	ATP5MD	Suss11
Ssus11-CCK.5	0	-0.69	0.028	0.254	0	5	Ssus11-CCK	CCK	Suss11
Ssus11-HSPB8.5	0	-0.66	0.033	0.258	0	5	Ssus11-HSPB8	HSPB8	Suss11
Ssus11-ADAR	0	0.27	0.26	0.097	0	5	Ssus11-ADAR	ADAR	Suss11
Ssus11-RPL6.3	0	-0.45	0.89	0.949	0	5	Ssus11-RPL6	RPL6	Suss11
Ssus11-GCK.5	0	-0.94	0.074	0.311	0	5	Ssus11-GCK	GCK	Suss11
Ssus11-TNNT2.5	0	-1.86	0.574	0.72	0	5	Ssus11-TNNT2	TNNT2	Suss11
Ssus11-ENSSSCG00000015747.5	0	-0.71	0.029	0.25	0	5	Ssus11-ENSSSCG00000015747	ENSSSCG00000015747	Suss11
Ssus11-ENSSSCG00000021374.4	0	-0.77	0.53	0.705	0	5	Ssus11-ENSSSCG00000021374	ENSSSCG00000021374	Suss11
Ssus11-NEXN.4	0	-0.49	0.083	0.322	0	5	Ssus11-NEXN	NEXN	Suss11
Ssus11-CCNG1.4	0	-0.51	0.278	0.527	0	5	Ssus11-CCNG1	CCNG1	Suss11
Ssus11-AXL	0	0.39	0.458	0.244	0	5	Ssus11-AXL	AXL	Suss11
Ssus11-TUBA1B.4	0	0.35	0.995	0.957	0	5	Ssus11-TUBA1B	TUBA1B	Suss11
Ssus11-FCGRT.3	0	0.39	0.952	0.836	0	5	Ssus11-FCGRT	FCGRT	Suss11
Ssus11-LDB3.5	0	-0.66	0.055	0.28	0	5	Ssus11-LDB3	LDB3	Suss11
Ssus11-VWA5A	0	0.27	0.271	0.106	0	5	Ssus11-VWA5A	VWA5A	Suss11
Ssus11-AMBN.1	0	0.3	0.292	0.119	0	5	Ssus11-AMBN	AMBN	Suss11
Ssus11-ENSSSCG00000031608.5	0	-0.68	0.046	0.268	0	5	Ssus11-ENSSSCG00000031608	ENSSSCG00000031608	Suss11
Ssus11-CCN2.4	0	-0.97	0.685	0.82	0	5	Ssus11-CCN2	CCN2	Suss11
Ssus11-TNNT1.5	0	-0.75	0.069	0.296	0	5	Ssus11-TNNT1	TNNT1	Suss11
Ssus11-SDC2.3	0	0.46	0.695	0.471	0	5	Ssus11-SDC2	SDC2	Suss11
Ssus11-CD248.2	0	0.35	0.471	0.247	0	5	Ssus11-CD248	CD248	Suss11
Ssus11-PFKM.5	0	-0.58	0.061	0.285	0	5	Ssus11-PFKM	PFKM	Suss11
Ssus11-SH3BGR.5	0	-0.61	0.095	0.325	0	5	Ssus11-SH3BGR	SH3BGR	Suss11
Ssus11-PEPD.4	0	0.39	0.491	0.274	0	5	Ssus11-PEPD	PEPD	Suss11
Ssus11-LMO2	0	0.32	0.298	0.125	0	5	Ssus11-LMO2	LMO2	Suss11
Ssus11-ENSSSCG00000041738.3	0	0.31	0.335	0.148	0	5	Ssus11-ENSSSCG00000041738	ENSSSCG00000041738	Suss11
Ssus11-ARRB1.3	0	0.37	0.507	0.28	0	5	Ssus11-ARRB1	ARRB1	Suss11
Ssus11-TCAP.5	0	-1.32	0.39	0.588	0	5	Ssus11-TCAP	TCAP	Suss11
Ssus11-ENSSSCG00000039825.5	0	-0.63	0.063	0.285	0	5	Ssus11-ENSSSCG00000039825	ENSSSCG00000039825	Suss11
Ssus11-AP2M1.5	0	0.4	0.84	0.694	0	5	Ssus11-AP2M1	AP2M1	Suss11
Ssus11-FABP3.5	0	-1.05	0.242	0.454	0	5	Ssus11-FABP3	FABP3	Suss11
Ssus11-GADD45G.4	0	-0.53	0.098	0.327	0	5	Ssus11-GADD45G	GADD45G	Suss11
Ssus11-ENSSSCG00000000261.3	0	0.48	0.736	0.551	0	5	Ssus11-ENSSSCG00000000261	ENSSSCG00000000261	Suss11
Ssus11-WARS1	0	0.32	0.355	0.167	0	5	Ssus11-WARS1	WARS1	Suss11
Ssus11-TSC22D1.5	0	-0.56	0.232	0.461	0	5	Ssus11-TSC22D1	TSC22D1	Suss11
Ssus11-NPC2.4	0	0.46	0.751	0.552	0	5	Ssus11-NPC2	NPC2	Suss11
Ssus11-PLD3.3	0	0.41	0.861	0.715	0	5	Ssus11-PLD3	PLD3	Suss11
Ssus11-PLSCR1	0	0.27	0.284	0.117	0	5	Ssus11-PLSCR1	PLSCR1	Suss11
Ssus11-CPSF6.4	0	0.63	0.574	0.356	0	5	Ssus11-CPSF6	CPSF6	Suss11
Ssus11-DNAJA4.4	0	-0.43	0.022	0.225	0	5	Ssus11-DNAJA4	DNAJA4	Suss11
Ssus11-SLC35F6.1	0	0.3	0.379	0.183	0	5	Ssus11-SLC35F6	SLC35F6	Suss11
Ssus11-ENO1.4	0	0.4	0.923	0.778	0	5	Ssus11-ENO1	ENO1	Suss11
Ssus11-MYOT.5	0	-0.47	0.02	0.221	0	5	Ssus11-MYOT	MYOT	Suss11
Ssus11-TSPAN12.5	0	-0.62	0.096	0.315	0	5	Ssus11-TSPAN12	TSPAN12	Suss11
Ssus11-ENSSSCG00000037274.3	0	0.42	0.961	0.903	0	5	Ssus11-ENSSSCG00000037274	ENSSSCG00000037274	Suss11
Ssus11-RRBP1.3	0	0.39	0.863	0.667	0	5	Ssus11-RRBP1	RRBP1	Suss11
Ssus11-GLMP.3	0	0.42	0.58	0.372	0	5	Ssus11-GLMP	GLMP	Suss11
Ssus11-DNAJB4.5	0	-0.43	0.087	0.311	0	5	Ssus11-DNAJB4	DNAJB4	Suss11
Ssus11-ATP5MC3.5	0	-0.68	0.294	0.505	0	5	Ssus11-ATP5MC3	ATP5MC3	Suss11
Ssus11-SAMHD1	0	0.28	0.271	0.112	0	5	Ssus11-SAMHD1	SAMHD1	Suss11
Ssus11-GPX1.3	0	0.33	0.983	0.945	0	5	Ssus11-GPX1	GPX1	Suss11
Ssus11-ENSSSCG00000030849.2	0	-0.41	0.953	0.973	0	5	Ssus11-ENSSSCG00000030849	ENSSSCG00000030849	Suss11
GRCh38-MYL2.5	0	-1.97	0.081	0.302	0	5	GRCh38-MYL2	MYL2	GRCh38
Ssus11-MDH1.5	0	-0.73	0.29	0.499	0	5	Ssus11-MDH1	MDH1	Suss11
Ssus11-RPS28.1	0	-0.38	0.995	0.994	0	5	Ssus11-RPS28	RPS28	Suss11
Ssus11-PER1.5	0	-0.49	0.167	0.396	0	5	Ssus11-PER1	PER1	Suss11
Ssus11-ENSSSCG00000033909.2	0	0.45	0.532	0.329	0	5	Ssus11-ENSSSCG00000033909	ENSSSCG00000033909	Suss11
Ssus11-FHL2.4	0	-0.5	0.206	0.435	0	5	Ssus11-FHL2	FHL2	Suss11
Ssus11-PYGB.5	0	-0.63	0.067	0.275	0	5	Ssus11-PYGB	PYGB	Suss11
Ssus11-H3-5.2	0	0.46	0.735	0.59	0	5	Ssus11-H3-5	H3-5	Suss11
GRCh38-TPM1.5	0	-1.61	0.083	0.301	0	5	GRCh38-TPM1	TPM1	GRCh38
Ssus11-LPL.4	0	-0.65	0.272	0.492	0	5	Ssus11-LPL	LPL	Suss11
Ssus11-PLEKHO1.4	0	0.4	0.633	0.422	0	5	Ssus11-PLEKHO1	PLEKHO1	Suss11
Ssus11-PHF11	0	0.32	0.368	0.185	0	5	Ssus11-PHF11	PHF11	Suss11
Ssus11-HSP90AA1.4	0	-0.94	0.951	0.965	0	5	Ssus11-HSP90AA1	HSP90AA1	Suss11
Ssus11-ATP5MG.5	0	-0.62	0.359	0.557	0	5	Ssus11-ATP5MG	ATP5MG	Suss11
Ssus11-TAGLN.3	0	0.28	0.995	0.91	0	5	Ssus11-TAGLN	TAGLN	Suss11
Ssus11-CDH2.5	0	-0.4	0.037	0.236	0	5	Ssus11-CDH2	CDH2	Suss11
Ssus11-ATP5ME.5	0	-0.75	0.858	0.9	0	5	Ssus11-ATP5ME	ATP5ME	Suss11
Ssus11-ENSSSCG00000039582	0	0.46	0.575	0.402	0	5	Ssus11-ENSSSCG00000039582	ENSSSCG00000039582	Suss11
Ssus11-TRIM63.5	0	-0.44	0.036	0.233	0	5	Ssus11-TRIM63	TRIM63	Suss11
Ssus11-ENSSSCG00000035224.2	0	0.32	0.372	0.187	0	5	Ssus11-ENSSSCG00000035224	ENSSSCG00000035224	Suss11
Ssus11-FN1.4	0	0.28	1	0.92	0	5	Ssus11-FN1	FN1	Suss11
Ssus11-SORBS1.4	0	-0.38	0.042	0.239	0	5	Ssus11-SORBS1	SORBS1	Suss11
Ssus11-ABRA.5	0	-0.39	0.008	0.19	0	5	Ssus11-ABRA	ABRA	Suss11
Ssus11-SMPX.5	0	-0.56	0.065	0.265	0	5	Ssus11-SMPX	SMPX	Suss11
Ssus11-HSPD1.3	0	-0.5	0.263	0.489	0	5	Ssus11-HSPD1	HSPD1	Suss11
Ssus11-BID	0	0.29	0.285	0.127	0	5	Ssus11-BID	BID	Suss11
Ssus11-MGP.3	0	-0.72	0.997	0.995	0	5	Ssus11-MGP	MGP	Suss11
Ssus11-PTPRC.2	0	0.35	0.362	0.186	0	5	Ssus11-PTPRC	PTPRC	Suss11
Ssus11-PRDX1.5	0	0.37	0.857	0.709	0	5	Ssus11-PRDX1	PRDX1	Suss11
Ssus11-ENSSSCG00000035293.3	0	-1.04	0.698	0.806	0	5	Ssus11-ENSSSCG00000035293	ENSSSCG00000035293	Suss11
Ssus11-NDUFA1.5	0	-0.54	0.176	0.384	0	5	Ssus11-NDUFA1	NDUFA1	Suss11
Ssus11-CYCS.4	0	-0.65	0.361	0.558	0	5	Ssus11-CYCS	CYCS	Suss11
Ssus11-ENSSSCG00000032003.3	0	0.36	0.85	0.707	0	5	Ssus11-ENSSSCG00000032003	ENSSSCG00000032003	Suss11
Ssus11-CMYA5.4	0	-0.39	0.033	0.219	0	5	Ssus11-CMYA5	CMYA5	Suss11
Ssus11-NKG7.3	0	0.31	0.403	0.211	0	5	Ssus11-NKG7	NKG7	Suss11
Ssus11-ENSSSCG00000039656.4	0	0.37	0.522	0.321	0	5	Ssus11-ENSSSCG00000039656	ENSSSCG00000039656	Suss11
Ssus11-ENSSSCG00000013260.3	0	0.37	0.832	0.679	0	5	Ssus11-ENSSSCG00000013260	ENSSSCG00000013260	Suss11
GRCh38-MYH7.5	0	-1.71	0.085	0.285	0	5	GRCh38-MYH7	MYH7	GRCh38
Ssus11-SRL.5	0	-0.5	0.072	0.265	0	5	Ssus11-SRL	SRL	Suss11
Ssus11-MYH7B.5	0	-0.5	0.079	0.274	0	5	Ssus11-MYH7B	MYH7B	Suss11
GRCh38-MYL7.5	0	-2.06	0.192	0.411	0	5	GRCh38-MYL7	MYL7	GRCh38
Ssus11-CCN1.4	0	-0.47	0.179	0.397	0	5	Ssus11-CCN1	CCN1	Suss11
Ssus11-FUNDC1	0	0.26	0.298	0.138	0	5	Ssus11-FUNDC1	FUNDC1	Suss11
Ssus11-PDE4DIP.5	0	-0.45	0.072	0.262	0	5	Ssus11-PDE4DIP	PDE4DIP	Suss11
Ssus11-LIPA.2	0	0.37	0.539	0.342	0	5	Ssus11-LIPA	LIPA	Suss11
Ssus11-ENSSSCG00000032129.5	0	-0.69	0.67	0.786	0	5	Ssus11-ENSSSCG00000032129	ENSSSCG00000032129	Suss11
Ssus11-CD68.4	0	0.37	0.495	0.3	0	5	Ssus11-CD68	CD68	Suss11
Ssus11-EIF4A2.1	0	-0.39	0.305	0.525	0	5	Ssus11-EIF4A2	EIF4A2	Suss11
Ssus11-PLSCR4.4	0	-0.37	0.067	0.26	0	5	Ssus11-PLSCR4	PLSCR4	Suss11
Ssus11-TPM4.3	0	0.35	0.928	0.776	0	5	Ssus11-TPM4	TPM4	Suss11
Ssus11-RARRES1.3	0	0.32	0.374	0.194	0	5	Ssus11-RARRES1	RARRES1	Suss11
Ssus11-LRP10.1	0	0.36	0.545	0.36	0	5	Ssus11-LRP10	LRP10	Suss11
Ssus11-CLU.4	0	0.42	0.966	0.889	0	5	Ssus11-CLU	CLU	Suss11
Ssus11-RNH1.3	0	0.35	0.772	0.619	0	5	Ssus11-RNH1	RNH1	Suss11
Ssus11-UQCR10.4	0	-0.58	0.481	0.643	0	5	Ssus11-UQCR10	UQCR10	Suss11
Ssus11-CILP.5	0	-0.74	0.167	0.369	0	5	Ssus11-CILP	CILP	Suss11
Ssus11-EVL	0	0.35	0.432	0.252	0	5	Ssus11-EVL	EVL	Suss11
Ssus11-ENSSSCG00000032503.5	0	-0.42	0.011	0.175	0	5	Ssus11-ENSSSCG00000032503	ENSSSCG00000032503	Suss11
Ssus11-ENSSSCG00000036618.2	0	0.41	0.725	0.556	0	5	Ssus11-ENSSSCG00000036618	ENSSSCG00000036618	Suss11
Ssus11-CNIH4	0	0.28	0.332	0.168	0	5	Ssus11-CNIH4	CNIH4	Suss11
Ssus11-COX7C.5	0	-0.79	0.92	0.95	0	5	Ssus11-COX7C	COX7C	Suss11
Ssus11-MARCKS.3	0	0.42	0.629	0.45	0	5	Ssus11-MARCKS	MARCKS	Suss11
Ssus11-ASPN.4	0	-0.71	0.696	0.808	0	5	Ssus11-ASPN	ASPN	Suss11
Ssus11-CITED1.4	0	-0.28	0.007	0.168	0	5	Ssus11-CITED1	CITED1	Suss11
Ssus11-TXNIP.4	0	-0.58	0.236	0.437	0	5	Ssus11-TXNIP	TXNIP	Suss11
Ssus11-ENSSSCG00000000576.5	0	-1	0.803	0.85	0	5	Ssus11-ENSSSCG00000000576	ENSSSCG00000000576	Suss11
Ssus11-RYR2.4	0	-0.33	0.022	0.19	0	5	Ssus11-RYR2	RYR2	Suss11
Ssus11-ND3.4	0	-0.81	0.686	0.796	0	5	Ssus11-ND3	ND3	Suss11
Ssus11-CYTH4.1	0	0.27	0.339	0.171	0	5	Ssus11-CYTH4	CYTH4	Suss11
Ssus11-HSPB6.4	0	-0.51	0.428	0.62	0	5	Ssus11-HSPB6	HSPB6	Suss11
Ssus11-ENSSSCG00000034555.2	0	0.33	0.381	0.205	0	5	Ssus11-ENSSSCG00000034555	ENSSSCG00000034555	Suss11
Ssus11-GNLY.1	0	0.3	0.239	0.1	0	5	Ssus11-GNLY	GNLY	Suss11
Ssus11-SFRP2.4	0	0.33	0.954	0.738	0	5	Ssus11-SFRP2	SFRP2	Suss11
Ssus11-CAPNS1.4	0	0.33	0.842	0.735	0	5	Ssus11-CAPNS1	CAPNS1	Suss11
Ssus11-UQCRQ.5	0	-0.6	0.522	0.674	0	5	Ssus11-UQCRQ	UQCRQ	Suss11
Ssus11-ASB2.5	0	-0.35	0.03	0.2	0	5	Ssus11-ASB2	ASB2	Suss11
Ssus11-COX6A1.3	0	0.33	0.88	0.8	0	5	Ssus11-COX6A1	COX6A1	Suss11
Ssus11-TNXB.4	0	-0.51	0.195	0.41	0	5	Ssus11-TNXB	TNXB	Suss11
GRCh38-HSPA1A.5	0	-1.67	0	0.152	0	5	GRCh38-HSPA1A	HSPA1A	GRCh38
Ssus11-ABLIM1.4	0	-0.36	0.05	0.228	0	5	Ssus11-ABLIM1	ABLIM1	Suss11
Ssus11-HADHB.5	0	-0.59	0.202	0.392	0	5	Ssus11-HADHB	HADHB	Suss11
Ssus11-ENSSSCG00000001927.3	0	0.35	0.763	0.624	0	5	Ssus11-ENSSSCG00000001927	ENSSSCG00000001927	Suss11
Ssus11-PAM.4	0	-0.49	0.295	0.492	0	5	Ssus11-PAM	PAM	Suss11
Ssus11-HCLS1.3	0	0.3	0.38	0.207	0	5	Ssus11-HCLS1	HCLS1	Suss11
Ssus11-MYOM1.4	0	-0.37	0.061	0.238	0	5	Ssus11-MYOM1	MYOM1	Suss11
Ssus11-SLA-DMA.1	0	0.28	0.414	0.233	0	5	Ssus11-SLA-DMA	SLA-DMA	Suss11
Ssus11-SLC25A38	0	0.26	0.244	0.109	0	5	Ssus11-SLC25A38	SLC25A38	Suss11
Ssus11-HSPE1.3	0	-0.42	0.437	0.636	0	5	Ssus11-HSPE1	HSPE1	Suss11
Ssus11-CD36.4	0	-0.39	0.128	0.32	0	5	Ssus11-CD36	CD36	Suss11
Ssus11-ZNF106.4	0	-0.32	0.048	0.224	0	5	Ssus11-ZNF106	ZNF106	Suss11
Ssus11-DNAJA1.4	0	-0.53	0.461	0.628	0	5	Ssus11-DNAJA1	DNAJA1	Suss11
Ssus11-NDUFA8.5	0	-0.49	0.312	0.503	0	5	Ssus11-NDUFA8	NDUFA8	Suss11
Ssus11-ENSSSCG00000003261.4	0	-0.45	0.559	0.704	0	5	Ssus11-ENSSSCG00000003261	ENSSSCG00000003261	Suss11
Ssus11-TECRL.4	0	-0.31	0.019	0.178	0	5	Ssus11-TECRL	TECRL	Suss11
Ssus11-HOMER2.5	0	-0.45	0.07	0.248	0	5	Ssus11-HOMER2	HOMER2	Suss11
Ssus11-EMP3.3	0	0.33	0.575	0.375	0	5	Ssus11-EMP3	EMP3	Suss11
Ssus11-FUS.1	0	0.33	0.552	0.366	0	5	Ssus11-FUS	FUS	Suss11
Ssus11-ENSSSCG00000033734.4	0	0.37	0.738	0.58	0	5	Ssus11-ENSSSCG00000033734	ENSSSCG00000033734	Suss11
Ssus11-ENSSSCG00000036306.3	0	-0.29	0.006	0.156	0	5	Ssus11-ENSSSCG00000036306	ENSSSCG00000036306	Suss11
Ssus11-PGAM2.5	0	-0.45	0.103	0.284	0	5	Ssus11-PGAM2	PGAM2	Suss11
Ssus11-MDH2.5	0	-0.6	0.332	0.507	0	5	Ssus11-MDH2	MDH2	Suss11
Ssus11-ARPC3.4	0	0.36	0.661	0.497	0	5	Ssus11-ARPC3	ARPC3	Suss11
Ssus11-NRAP.5	0	-0.45	0.078	0.254	0	5	Ssus11-NRAP	NRAP	Suss11
Ssus11-NDUFB5.5	0	-0.47	0.283	0.47	0	5	Ssus11-NDUFB5	NDUFB5	Suss11
Ssus11-ENSSSCG00000007554.3	0	-0.47	0.097	0.274	0	5	Ssus11-ENSSSCG00000007554	ENSSSCG00000007554	Suss11
Ssus11-RPSA.5	0	0.25	0.999	0.985	0	5	Ssus11-RPSA	RPSA	Suss11
Ssus11-FITM1.4	0	-0.28	0.013	0.164	0	5	Ssus11-FITM1	FITM1	Suss11
Ssus11-PTX3.4	0	-0.47	0.026	0.184	0	5	Ssus11-PTX3	PTX3	Suss11
Ssus11-FBLN5.4	0	-0.37	0.196	0.394	0	5	Ssus11-FBLN5	FBLN5	Suss11
Ssus11-ACO2.5	0	-0.71	0.369	0.53	0	5	Ssus11-ACO2	ACO2	Suss11
Ssus11-LRRC39.4	0	-0.28	0.009	0.158	0	5	Ssus11-LRRC39	LRRC39	Suss11
Ssus11-ENSSSCG00000010212.4	0	-0.28	0.017	0.169	0	5	Ssus11-ENSSSCG00000010212	ENSSSCG00000010212	Suss11
Ssus11-TPM3.3	0	0.4	0.563	0.394	0	5	Ssus11-TPM3	TPM3	Suss11
