p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Ssus11-MX2.5	1.03384977174763e-18	-0.454851698475409	0.094	0.26	1.24744313459069e-14	10	Ssus11-MX2
Ssus11-CAPN2.5	1.1463464730342e-18	-0.41402707251925	0.232	0.396	1.38318165436306e-14	10	Ssus11-CAPN2
Ssus11-RFNG.6	1.39457593922199e-18	-0.352173819750697	0.138	0.31	1.68269532826525e-14	10	Ssus11-RFNG
Ssus11-ID1.2	1.41812254667894e-18	-0.341708719961706	0.102	0.273	1.71110666482281e-14	10	Ssus11-ID1
Ssus11-RPN1.5	1.44619448575723e-18	-0.369532924521621	0.165	0.336	1.74497826651467e-14	10	Ssus11-RPN1
Ssus11-HCLS1.7	1.51175174603958e-18	-0.289574360488069	0.039	0.193	1.82407965677136e-14	10	Ssus11-HCLS1
Ssus11-SLCO2B1.3	1.60016972475459e-18	-0.268853120003452	0.03	0.179	1.93076478988888e-14	10	Ssus11-SLCO2B1
Ssus11-ARID5A.3	1.75275771569913e-18	-0.262513859177997	0.033	0.185	2.11487745976257e-14	10	Ssus11-ARID5A
Ssus11-EHBP1L1.6	2.25745486715591e-18	-0.398782551887311	0.234	0.4	2.72384504271032e-14	10	Ssus11-EHBP1L1
Ssus11-PLXDC2	2.86027600174694e-18	-0.26001621427088	0.028	0.175	3.45120902370786e-14	10	Ssus11-PLXDC2
Ssus11-SF3B1.4	2.93335301189648e-18	-0.36440852764482	0.179	0.351	3.53938374415429e-14	10	Ssus11-SF3B1
Ssus11-BLVRB.4	3.61151227415865e-18	-0.305397058739184	0.063	0.222	4.35765070999983e-14	10	Ssus11-BLVRB
Ssus11-NRBP1.3	4.04714626600207e-18	-0.298673440215054	0.098	0.268	4.8832866845581e-14	10	Ssus11-NRBP1
Ssus11-TRIM3.3	4.19898033437477e-18	-0.272748465854621	0.055	0.212	5.0664896714566e-14	10	Ssus11-TRIM3
Ssus11-EIF4EBP1.7	4.81249343390895e-18	-0.390301685931297	0.199	0.365	5.80675457735454e-14	10	Ssus11-EIF4EBP1
Ssus11-HMG20B.5	5.13986086641189e-18	-0.285843496489994	0.063	0.222	6.20175612141258e-14	10	Ssus11-HMG20B
Ssus11-IFI44L	5.1728757861534e-18	-0.304889149932043	0.067	0.226	6.24159192357269e-14	10	Ssus11-IFI44L
Ssus11-CTSF.7	5.69042151473248e-18	-0.4222177074473	0.234	0.396	6.86606259967621e-14	10	Ssus11-CTSF
Ssus11-PTPRC.1	5.82896658162435e-18	-0.254416735904256	0.022	0.164	7.03323107738794e-14	10	Ssus11-PTPRC
Ssus11-TMED10.4	5.93569518456929e-18	-0.407323654377627	0.28	0.435	7.16200980970131e-14	10	Ssus11-TMED10
Ssus11-RPS13.5	6.00716126756411e-18	-0.380602095072592	0.919	0.923	7.24824078544285e-14	10	Ssus11-RPS13
Ssus11-ZFP36L2.3	6.0958740312651e-18	-0.375545205624402	0.183	0.348	7.35528160612448e-14	10	Ssus11-ZFP36L2
Ssus11-JPT1.5	6.35480969136174e-18	-0.311560463831851	0.083	0.244	7.66771337359708e-14	10	Ssus11-JPT1
Ssus11-GADD45B.3	6.9530395086411e-18	-0.26751450970205	0.043	0.195	8.38953747112635e-14	10	Ssus11-GADD45B
Ssus11-NME1.3	7.36353840121672e-18	-0.303138346372206	0.075	0.235	8.88484543490809e-14	10	Ssus11-NME1
Ssus11-DKK3.3	8.12813056825328e-18	-0.346053316067261	0.136	0.303	9.80740234365441e-14	10	Ssus11-DKK3
Ssus11-MYLK.2	8.15145749058786e-18	-0.306003983648337	0.053	0.206	9.83554860814332e-14	10	Ssus11-MYLK
Ssus11-VSIG4.2	9.23709334682074e-18	-0.265461143228334	0.028	0.171	1.11454768322739e-13	10	Ssus11-VSIG4
Ssus11-CLPTM1L.5	9.33318648211282e-18	-0.324335982919879	0.114	0.279	1.12614228093173e-13	10	Ssus11-CLPTM1L
Ssus11-NPM1.7	9.68667701652574e-18	-0.493401279049807	0.307	0.447	1.168794448814e-13	10	Ssus11-NPM1
Ssus11-SLC35F6.2	1.01613365231966e-17	-0.250717568760887	0.031	0.177	1.2260668648889e-13	10	Ssus11-SLC35F6
Ssus11-GATD1.3	1.12470496660379e-17	-0.274442021891638	0.067	0.225	1.35706901270413e-13	10	Ssus11-GATD1
Ssus11-ENSSSCG00000012452	1.31148139900176e-17	-0.253402643509737	0.035	0.182	1.58243345603552e-13	10	Ssus11-ENSSSCG00000012452
Ssus11-SERPINE2.2	1.42886854714268e-17	-0.334701671070854	0.085	0.243	1.72407278898235e-13	10	Ssus11-SERPINE2
Ssus11-ARHGAP1.3	1.75643833523674e-17	-0.274023156731758	0.061	0.216	2.11931849529665e-13	10	Ssus11-ARHGAP1
Ssus11-NOTCH2.1	1.7607721952537e-17	-0.271804615461526	0.049	0.199	2.12454773079311e-13	10	Ssus11-NOTCH2
Ssus11-CCM2.2	2.05678743925751e-17	-0.267383514928092	0.065	0.221	2.48171972420811e-13	10	Ssus11-CCM2
Ssus11-STAT1.1	2.62645621116835e-17	-0.362802343293333	0.15	0.317	3.16908206439574e-13	10	Ssus11-STAT1
Ssus11-SEC11A.5	3.17578729676055e-17	-0.303813300327758	0.098	0.259	3.83190495227128e-13	10	Ssus11-SEC11A
Ssus11-BCL7C.6	3.56312379625923e-17	-0.352132043761388	0.173	0.336	4.29926517256639e-13	10	Ssus11-BCL7C
Ssus11-CTTN.5	3.75111212641976e-17	-0.326459176001647	0.132	0.295	4.52609189173809e-13	10	Ssus11-CTTN
Ssus11-CTSA.8	4.45711552276346e-17	-0.411398336371258	0.224	0.383	5.37795558976639e-13	10	Ssus11-CTSA
Ssus11-LITAF.5	5.08303791669682e-17	-0.343667562750572	0.14	0.302	6.13319355028638e-13	10	Ssus11-LITAF
Ssus11-IFNAR1.2	6.44143476155373e-17	-0.286179953707411	0.081	0.236	7.77223518329073e-13	10	Ssus11-IFNAR1
Ssus11-TFPI2.3	6.54871239140054e-17	-0.301924060429602	0.071	0.223	7.90167637146389e-13	10	Ssus11-TFPI2
Ssus11-RGS3.3	6.73479093815305e-17	-0.294411518671919	0.102	0.263	8.12619874597547e-13	10	Ssus11-RGS3
Ssus11-ENSSSCG00000003520.5	7.76625583250328e-17	-0.404688352332248	0.266	0.416	9.37076428749846e-13	10	Ssus11-ENSSSCG00000003520
Ssus11-OSTF1.1	7.91833940256623e-17	-0.266188823859565	0.049	0.195	9.55426832313641e-13	10	Ssus11-OSTF1
Ssus11-PDGFRA.1	9.32068796996674e-17	-0.276187549821392	0.053	0.2	1.12463421045619e-12	10	Ssus11-PDGFRA
Ssus11-RAP1B.1	9.52837281945205e-17	-0.271178480489085	0.071	0.224	1.14969346439508e-12	10	Ssus11-RAP1B
Ssus11-SRPRA.1	1.11445481988851e-16	-0.263175036029434	0.071	0.223	1.34470118567747e-12	10	Ssus11-SRPRA
Ssus11-CTRC.5	1.30938402861233e-16	-0.27392272197653	0.053	0.199	1.57990276892364e-12	10	Ssus11-CTRC
Ssus11-PKN1.6	1.31579884062031e-16	-0.334657646610993	0.163	0.325	1.58764288109247e-12	10	Ssus11-PKN1
Ssus11-IFI35.2	1.31701870321589e-16	-0.279503525378678	0.077	0.23	1.5891147673003e-12	10	Ssus11-IFI35
Ssus11-H2AFZ.3	1.65436881419088e-16	-0.257507031655273	0.033	0.171	1.99616141120272e-12	10	Ssus11-H2AFZ
Ssus11-RAB5C.3	1.67647974366086e-16	-0.277403053523203	0.085	0.238	2.02284045870119e-12	10	Ssus11-RAB5C
Ssus11-ANTXR1	2.28100006561012e-16	-0.255433613402997	0.047	0.19	2.75225467916517e-12	10	Ssus11-ANTXR1
Ssus11-FUS.6	2.31407370976098e-16	-0.344478611647433	0.189	0.35	2.7921613381976e-12	10	Ssus11-FUS
Ssus11-ENSSSCG00000016186.5	2.45765007737394e-16	-0.312974604430966	0.132	0.29	2.9654005833594e-12	10	Ssus11-ENSSSCG00000016186
Ssus11-TRIM22.2	2.45945529675011e-16	-0.313126411138202	0.096	0.25	2.96757876105869e-12	10	Ssus11-TRIM22
Ssus11-ENSSSCG00000017754	2.50364881654395e-16	-0.265267791349617	0.047	0.19	3.02090266204193e-12	10	Ssus11-ENSSSCG00000017754
Ssus11-SH3GL1.2	2.55347221575596e-16	-0.253559615240422	0.055	0.2	3.08101957553114e-12	10	Ssus11-SH3GL1
Ssus11-XBP1.2	2.67306447850019e-16	-0.305163567262065	0.126	0.285	3.22531959975832e-12	10	Ssus11-XBP1
Ssus11-SELENOF.4	2.7217653258896e-16	-0.32887754772976	0.179	0.342	3.28408204221839e-12	10	Ssus11-SELENOF
Ssus11-CFD.6	2.85177877151397e-16	-0.528685693669244	0.415	0.533	3.44095626570875e-12	10	Ssus11-CFD
Ssus11-ERP29.5	3.12968720665618e-16	-0.311388424646116	0.134	0.296	3.77628058355135e-12	10	Ssus11-ERP29
Ssus11-ITGB5.4	3.62144810583149e-16	-0.310604074134039	0.152	0.313	4.36963928449627e-12	10	Ssus11-ITGB5
Ssus11-ARHGEF10L.4	3.86406471617557e-16	-0.284435818478208	0.079	0.229	4.66238048653744e-12	10	Ssus11-ARHGEF10L
Ssus11-ENG.7	4.27990335444121e-16	-0.438670129678652	0.35	0.472	5.16413138746876e-12	10	Ssus11-ENG
Ssus11-CAPZB.5	4.63014174879936e-16	-0.325593957643542	0.144	0.301	5.58672903410131e-12	10	Ssus11-CAPZB
Ssus11-ENSSSCG00000010893.3	5.9364809202159e-16	-0.318448676051507	0.083	0.23	7.1629578783325e-12	10	Ssus11-ENSSSCG00000010893
Ssus11-RPS17.6	8.05306806852422e-16	-0.335963068778976	0.972	0.968	9.71683193148133e-12	10	Ssus11-RPS17
Ssus11-LAMP2.1	8.75295425763435e-16	-0.32441764691306	0.132	0.286	1.05613146072616e-11	10	Ssus11-LAMP2
Ssus11-RANBP1.4	9.66133007536063e-16	-0.316727695629303	0.12	0.272	1.16573608689301e-11	10	Ssus11-RANBP1
Ssus11-GANAB.4	9.8051984563371e-16	-0.268976578937711	0.091	0.242	1.18309524574163e-11	10	Ssus11-GANAB
Ssus11-VCAM1.1	1.07808695549516e-15	-0.258741545421966	0.055	0.196	1.30081972050046e-11	10	Ssus11-VCAM1
Ssus11-DDX5.2	1.08331128111294e-15	-0.383278024444771	0.315	0.452	1.30712339179087e-11	10	Ssus11-DDX5
Ssus11-C1QTNF2.2	1.12814938066689e-15	-0.256108581497275	0.065	0.208	1.36122504271267e-11	10	Ssus11-C1QTNF2
Ssus11-DHX58.3	1.18521947709417e-15	-0.269926192333755	0.043	0.179	1.43008582106182e-11	10	Ssus11-DHX58
Ssus11-ENSSSCG00000013906.8	1.22632352458898e-15	-0.251935104688781	1	1	1.47968196476906e-11	10	Ssus11-ENSSSCG00000013906
Ssus11-SEPTIN2.6	1.43543322866576e-15	-0.342920310170943	0.201	0.355	1.7319937337081e-11	10	Ssus11-SEPTIN2
Ssus11-YWHAZ.4	1.56797200515465e-15	-0.349161349528111	0.213	0.364	1.8919150214196e-11	10	Ssus11-YWHAZ
Ssus11-HGS.5	1.7137033194221e-15	-0.288526589162447	0.12	0.273	2.06775442521471e-11	10	Ssus11-HGS
Ssus11-LRRC45.4	1.73843923539592e-15	-0.256936017359472	0.057	0.196	2.09760078142871e-11	10	Ssus11-LRRC45
Ssus11-ENSSSCG00000010203.3	1.84444158145704e-15	-0.316191194854594	0.154	0.308	2.22550321218607e-11	10	Ssus11-ENSSSCG00000010203
Ssus11-RPL23.7	1.84510290965499e-15	-0.331629277766839	0.992	0.981	2.22630117078972e-11	10	Ssus11-RPL23
Ssus11-GALNT1.2	1.92632916433679e-15	-0.252350910738099	0.055	0.194	2.32430876968877e-11	10	Ssus11-GALNT1
Ssus11-SOD3	1.9438159276931e-15	-0.257446904804482	0.055	0.194	2.3454082983545e-11	10	Ssus11-SOD3
Ssus11-ENSSSCG00000035224.3	1.97288186309649e-15	-0.255648682221932	0.067	0.209	2.38047925601223e-11	10	Ssus11-ENSSSCG00000035224
Ssus11-TSPAN4.3	3.30496135058597e-15	-0.255168761911168	0.065	0.205	3.98776636561704e-11	10	Ssus11-TSPAN4
Ssus11-RPL27.6	3.40215316621958e-15	-0.345170347227911	0.978	0.951	4.10503801036055e-11	10	Ssus11-RPL27
Ssus11-ITIH4.6	3.92070449012766e-15	-0.641960713639557	0.27	0.405	4.73072203778803e-11	10	Ssus11-ITIH4
Ssus11-SPI1.7	4.0640914767139e-15	-0.338156861784528	0.128	0.276	4.90373277580299e-11	10	Ssus11-SPI1
Ssus11-MGAT1.3	4.35919804332313e-15	-0.286522758756164	0.11	0.257	5.25980835907369e-11	10	Ssus11-MGAT1
Ssus11-BAD.3	4.79420887748348e-15	-0.261162375127083	0.091	0.236	5.78469243157157e-11	10	Ssus11-BAD
Ssus11-COL15A1.6	5.32750420900889e-15	-0.49497621510468	0.268	0.399	6.42816657859013e-11	10	Ssus11-COL15A1
GRCh38-ELN.7	6.62856367261424e-15	-0.375688548314834	0.049	0.18	7.99802492737635e-11	10	GRCh38-ELN
Ssus11-MROH1.4	8.06094714914096e-15	-0.254788687886029	0.073	0.212	9.72633883015348e-11	10	Ssus11-MROH1
Ssus11-OLFM1.2	9.50752255053501e-15	-0.254888435725951	0.083	0.225	1.14717767094755e-10	10	Ssus11-OLFM1
Ssus11-ENSSSCG00000028461.6	1.2856389137526e-14	-0.32390303707242	0.142	0.288	1.55125191333389e-10	10	Ssus11-ENSSSCG00000028461
Ssus11-FOXS1.4	1.53855082492274e-14	-0.272827621661741	0.073	0.209	1.85641542535177e-10	10	Ssus11-FOXS1
Ssus11-CNN1.2	1.573477292039e-14	-0.279109830454448	0.079	0.217	1.89855770057425e-10	10	Ssus11-CNN1
Ssus11-ENSSSCG00000009327.3	1.71977061712786e-14	-0.346467549286097	0.175	0.319	2.07507522662647e-10	10	Ssus11-ENSSSCG00000009327
Ssus11-SSR1.4	1.74482884564312e-14	-0.345955991696061	0.228	0.369	2.10531048515298e-10	10	Ssus11-SSR1
Ssus11-AP5Z1.5	1.90458628965107e-14	-0.265887040737622	0.093	0.233	2.29807381709298e-10	10	Ssus11-AP5Z1
Ssus11-LRP10.6	1.93512012647064e-14	-0.314620857215455	0.175	0.321	2.33491594459947e-10	10	Ssus11-LRP10
Ssus11-ENSSSCG00000008137.2	2.73938862934292e-14	-0.259023981099054	0.089	0.228	3.30534632016517e-10	10	Ssus11-ENSSSCG00000008137
Ssus11-LAMP1.5	2.78012807648981e-14	-0.38199452606334	0.299	0.426	3.3545025370926e-10	10	Ssus11-LAMP1
Ssus11-GFUS.1	3.45729419258785e-14	-0.260655618753408	0.104	0.245	4.1715711727765e-10	10	Ssus11-GFUS
Ssus11-PLS3	3.46666932468051e-14	-0.265592202007574	0.093	0.231	4.1828832071595e-10	10	Ssus11-PLS3
Ssus11-PSMB8.5	3.78972464275397e-14	-0.291914153499225	0.12	0.263	4.57268175394694e-10	10	Ssus11-PSMB8
Ssus11-ENSSSCG00000002650.4	4.59522365646492e-14	-0.28414790013097	0.126	0.268	5.54459686389058e-10	10	Ssus11-ENSSSCG00000002650
Ssus11-FKBP8.6	4.69333436177916e-14	-0.326933507714616	0.226	0.368	5.66297724092273e-10	10	Ssus11-FKBP8
Ssus11-TNS2.3	5.52625180864269e-14	-0.260137819869419	0.094	0.233	6.66797543230827e-10	10	Ssus11-TNS2
Ssus11-DPYSL3.4	5.99859658074119e-14	-0.386458367931664	0.325	0.443	7.23790663432232e-10	10	Ssus11-DPYSL3
Ssus11-ENSSSCG00000010128.1	6.45000741909148e-14	-0.25029297559163	0.089	0.225	7.78257895187578e-10	10	Ssus11-ENSSSCG00000010128
Ssus11-CXCL10.7	7.00928641885742e-14	-0.491858605837938	0.03	0.147	8.45740499299337e-10	10	Ssus11-CXCL10
Ssus11-NPDC1.5	7.50084624984639e-14	-0.334809777396852	0.156	0.298	9.05052108506465e-10	10	Ssus11-NPDC1
Ssus11-AXL.1	9.2219363697666e-14	-0.26524578989606	0.1	0.239	1.11271884237604e-09	10	Ssus11-AXL
Ssus11-CD34.5	9.70084362102248e-14	-0.322416233968619	0.156	0.295	1.17050379131257e-09	10	Ssus11-CD34
Ssus11-ENSSSCG00000017928.2	9.83204797058868e-14	-0.281944262649305	0.156	0.299	1.18633490813123e-09	10	Ssus11-ENSSSCG00000017928
Ssus11-ENSSSCG00000009240.3	1.00322696325177e-13	-0.315086032411264	0.057	0.183	1.21049365385958e-09	10	Ssus11-ENSSSCG00000009240
Ssus11-CHMP1A.5	1.01639765490672e-13	-0.269450376244679	0.114	0.253	1.22638541041045e-09	10	Ssus11-CHMP1A
Ssus11-LAP3	1.1082077412463e-13	-0.296813714253122	0.156	0.297	1.33716346058779e-09	10	Ssus11-LAP3
Ssus11-SEPTIN7.1	1.11686604886632e-13	-0.329116425856896	0.228	0.37	1.3476105745621e-09	10	Ssus11-SEPTIN7
Ssus11-YIPF3.2	1.17389700817339e-13	-0.282217560735095	0.154	0.297	1.41642413006202e-09	10	Ssus11-YIPF3
Ssus11-PCDHGA4.1	1.89706714632858e-13	-0.26729654561417	0.122	0.26	2.28900121876007e-09	10	Ssus11-PCDHGA4
Ssus11-CSNK1D.3	2.80541007285497e-13	-0.269842230373442	0.142	0.281	3.3850077939068e-09	10	Ssus11-CSNK1D
Ssus11-EIF3B.3	2.91023374147958e-13	-0.296265249629244	0.163	0.301	3.51148803246926e-09	10	Ssus11-EIF3B
Ssus11-CLDN5.3	3.23961712312664e-13	-0.318073375673747	0.142	0.278	3.9089220207646e-09	10	Ssus11-CLDN5
Ssus11-SOX18.2	3.31315928514512e-13	-0.294808624083414	0.132	0.268	3.9976579934561e-09	10	Ssus11-SOX18
Ssus11-ADAM15.3	3.34701874083432e-13	-0.280026849173371	0.114	0.25	4.03851281269069e-09	10	Ssus11-ADAM15
Ssus11-RAMP2.2	3.50655754083831e-13	-0.345626207034399	0.244	0.379	4.23101232877551e-09	10	Ssus11-RAMP2
Ssus11-TMEM248	4.7055440686462e-13	-0.25348982856337	0.116	0.252	5.6777094732285e-09	10	Ssus11-TMEM248
Ssus11-RPL36AL.5	5.83859993306738e-13	-0.351564581531035	0.656	0.698	7.0448546792391e-09	10	Ssus11-RPL36AL
Ssus11-RPN2.4	5.99535386253631e-13	-0.32045842070275	0.219	0.352	7.23399397053631e-09	10	Ssus11-RPN2
Ssus11-TUBB.3	6.11694696202077e-13	-0.309805451667912	0.945	0.923	7.38070820437427e-09	10	Ssus11-TUBB
Ssus11-NTAN1.2	6.72318666188542e-13	-0.264376002115957	0.12	0.253	8.11219702623094e-09	10	Ssus11-NTAN1
Ssus11-CTSV.3	7.327504601882e-13	-0.301780036298049	0.183	0.319	8.84136705263082e-09	10	Ssus11-CTSV
Ssus11-CTDSP2.2	1.81672443693565e-12	-0.303435838971666	0.211	0.341	2.19205970560655e-08	10	Ssus11-CTDSP2
Ssus11-MGMT.3	2.30608203312253e-12	-0.29766638964919	0.211	0.345	2.78251858116564e-08	10	Ssus11-MGMT
Ssus11-TGFB1.5	2.49667430874205e-12	-0.300539896994828	0.203	0.334	3.01248722092816e-08	10	Ssus11-TGFB1
Ssus11-TPD52L2.4	2.56197646292494e-12	-0.252233874232196	0.134	0.266	3.09128080016523e-08	10	Ssus11-TPD52L2
Ssus11-EEF1G.3	3.54584070269569e-12	-0.269677820114637	0.994	0.981	4.27841139187262e-08	10	Ssus11-EEF1G
Ssus11-TRIM28.2	3.70012177258626e-12	-0.277773605965618	0.173	0.305	4.46456693080258e-08	10	Ssus11-TRIM28
Ssus11-CAPN1.3	3.78921062166375e-12	-0.261121866517689	0.152	0.283	4.57206153609948e-08	10	Ssus11-CAPN1
Ssus11-PLPP1.2	4.47230369719486e-12	-0.335290033012997	0.305	0.421	5.39628164103532e-08	10	Ssus11-PLPP1
Ssus11-TCF25.5	4.62618198240274e-12	-0.301982200689066	0.222	0.35	5.58195117996715e-08	10	Ssus11-TCF25
Ssus11-TM9SF3.1	5.52412838013558e-12	-0.26743267335974	0.156	0.286	6.6654133034716e-08	10	Ssus11-TM9SF3
Ssus11-SCP2.1	6.15303244279514e-12	-0.306070080456929	0.244	0.37	7.42424894547662e-08	10	Ssus11-SCP2
Ssus11-IRF2BP2.1	7.37721494004629e-12	-0.251327647356007	0.142	0.271	8.90134754665985e-08	10	Ssus11-IRF2BP2
Ssus11-ENSSSCG00000038359.4	7.59699384717769e-12	-0.364440922600088	0.467	0.544	9.1665327760046e-08	10	Ssus11-ENSSSCG00000038359
Ssus11-ENSSSCG00000033653.5	9.88724227625143e-12	-0.295714407859967	0.207	0.332	1.1929946530525e-07	10	Ssus11-ENSSSCG00000033653
Ssus11-RAN.5	1.11746599268006e-11	-0.386733510347124	0.341	0.44	1.34833446676776e-07	10	Ssus11-RAN
Ssus11-ENSSSCG00000026414.2	1.12330808130596e-11	-0.325355377842205	0.321	0.43	1.35538353090377e-07	10	Ssus11-ENSSSCG00000026414
Ssus11-MANF.5	1.46813072690717e-11	-0.322661068194387	0.246	0.365	1.77144653508619e-07	10	Ssus11-MANF
Ssus11-COX8A.4	1.48364995326411e-11	-0.299149275762252	0.791	0.8	1.79017203360847e-07	10	Ssus11-COX8A
Ssus11-ENSSSCG00000013992.5	1.53869814431363e-11	-0.348133593492961	0.402	0.486	1.85659318092883e-07	10	Ssus11-ENSSSCG00000013992
Ssus11-ENSSSCG00000021591.2	1.66755372513837e-11	-0.262904947309492	0.154	0.28	2.01207032475195e-07	10	Ssus11-ENSSSCG00000021591
Ssus11-COPZ1.2	1.8474142524499e-11	-0.251632445450651	0.146	0.273	2.22909003700605e-07	10	Ssus11-COPZ1
Ssus11-RNASE4	1.95824953522245e-11	-0.266046296365899	0.14	0.263	2.36282388919941e-07	10	Ssus11-RNASE4
Ssus11-CXCL12.2	2.05568680164317e-11	-0.274205668084237	0.124	0.246	2.48039169486265e-07	10	Ssus11-CXCL12
Ssus11-RPS15.7	2.10862212308906e-11	-0.252569863585943	1	1	2.54426345371926e-07	10	Ssus11-RPS15
Ssus11-ATF4.5	2.32165757366176e-11	-0.335373943199426	0.423	0.513	2.80131202838028e-07	10	Ssus11-ATF4
Ssus11-TCN2.4	3.4695312205264e-11	-0.328948522565135	0.262	0.378	4.18633637068716e-07	10	Ssus11-TCN2
Ssus11-PKD1.7	3.5676625281085e-11	-0.423737194229229	0.404	0.479	4.30474160641571e-07	10	Ssus11-PKD1
Ssus11-ATP6AP2.2	4.1651127527437e-11	-0.274933559652826	0.156	0.277	5.02562504746054e-07	10	Ssus11-ATP6AP2
Ssus11-VPS28.6	5.19997634025304e-11	-0.297394664319734	0.264	0.382	6.27429145214932e-07	10	Ssus11-VPS28
Ssus11-LMAN2.4	7.9562668112057e-11	-0.280299285024194	0.24	0.362	9.6000315344008e-07	10	Ssus11-LMAN2
Ssus11-FLII.6	9.93717251285395e-11	-0.31472093529431	0.295	0.403	1.19901923540096e-06	10	Ssus11-FLII
Ssus11-AGRN.5	9.94107647928784e-11	-0.265511322354588	0.171	0.293	1.19949028799087e-06	10	Ssus11-AGRN
Ssus11-ENSSSCG00000032436.5	1.50357585189207e-10	-0.464668267003445	0.61	0.657	1.81421462289297e-06	10	Ssus11-ENSSSCG00000032436
Ssus11-HBB.6	1.51105387026038e-10	0.421681317828045	0.49	0.348	1.82323759985618e-06	10	Ssus11-HBB
Ssus11-STPG4	1.56922129628968e-10	-0.272335683039052	0.224	0.345	1.89342241610313e-06	10	Ssus11-STPG4
Ssus11-CLU.7	1.6246996467661e-10	-0.454081919164957	0.982	0.953	1.96036259378798e-06	10	Ssus11-CLU
Ssus11-MFGE8.6	2.06827327497354e-10	-0.358488184618423	0.321	0.418	2.49557853358307e-06	10	Ssus11-MFGE8
Ssus11-NUCKS1.1	3.36778732783074e-10	-0.304320397073464	0.258	0.367	4.06357218976058e-06	10	Ssus11-NUCKS1
Ssus11-C12orf57.3	3.49798945725292e-10	-0.301922903230134	0.297	0.401	4.22067407912137e-06	10	Ssus11-C12orf57
Ssus11-LAMA4.1	7.3286300264243e-10	-0.255523299613056	0.23	0.346	8.84272498988356e-06	10	Ssus11-LAMA4
Ssus11-CAVIN1.5	8.04562000710308e-10	-0.336356418623753	0.368	0.456	9.70784510057057e-06	10	Ssus11-CAVIN1
Ssus11-GPAA1.4	8.91244004503489e-10	-0.275923917591669	0.256	0.365	1.07537501583391e-05	10	Ssus11-GPAA1
Ssus11-MYO5A.1	1.01740303582602e-09	-0.258174425496075	0.224	0.338	1.22759850302768e-05	10	Ssus11-MYO5A
Ssus11-H2AZ2.2	1.39388806043527e-09	-0.28787314533416	0.256	0.361	1.6818653337212e-05	10	Ssus11-H2AZ2
Ssus11-WDR83OS.6	3.7111612453908e-09	-0.291241874568789	0.455	0.531	4.47788715868853e-05	10	Ssus11-WDR83OS
Ssus11-MLF2.6	3.76195452853264e-09	-0.29992744764516	0.323	0.413	4.53917433412748e-05	10	Ssus11-MLF2
Ssus11-EIF6.5	9.67828765216556e-09	-0.275968560008718	0.272	0.367	0.00011677821881103	10	Ssus11-EIF6
Ssus11-SUMO2.3	1.15115458126399e-08	-0.286189889203957	0.333	0.421	0.000138898311775314	10	Ssus11-SUMO2
Ssus11-ENSSSCG00000009772.2	1.48143348199642e-08	-0.290317774826633	0.341	0.422	0.000178749763937688	10	Ssus11-ENSSSCG00000009772
Ssus11-ENSSSCG00000032959.5	2.36203162746381e-08	-0.254267558939521	0.254	0.353	0.000285002736169784	10	Ssus11-ENSSSCG00000032959
Ssus11-TRMT112.4	2.50832489811742e-08	-0.269002341907792	0.309	0.399	0.000302654482206847	10	Ssus11-TRMT112
Ssus11-TUBB2B.6	3.49883204938982e-08	-0.343844690567811	0.465	0.512	0.000422169075079376	10	Ssus11-TUBB2B
Ssus11-PDIA3.3	4.35885579670687e-08	-0.274769412241975	0.283	0.372	0.000525939540430651	10	Ssus11-PDIA3
Ssus11-LAMC1	8.10164846746397e-08	-0.269824435096347	0.35	0.429	0.000977544904084203	10	Ssus11-LAMC1
Ssus11-HSP90B1.2	8.62009468808824e-08	-0.282436412030507	0.551	0.596	0.00104010062506473	10	Ssus11-HSP90B1
Ssus11-HNRNPH1.2	1.24281819587163e-07	-0.276406429523184	0.36	0.432	0.00149958443513871	10	Ssus11-HNRNPH1
Ssus11-NES.5	1.9693394146064e-07	-0.317497758871714	0.291	0.367	0.00237620493766409	10	Ssus11-NES
Ssus11-CHMP2A.4	2.23747675641405e-07	-0.279352017351861	0.331	0.4	0.00269973945428919	10	Ssus11-CHMP2A
Ssus11-YKT6.5	2.33030888350124e-07	-0.278197802458621	0.311	0.384	0.00281175069883259	10	Ssus11-YKT6
Ssus11-ENSSSCG00000027538.2	2.33948307794123e-07	-0.269812128151173	0.547	0.575	0.00282282028184389	10	Ssus11-ENSSSCG00000027538
Ssus11-ENSSSCG00000003839.4	2.99289932957719e-07	-0.27025206011504	0.248	0.334	0.00361123233106783	10	Ssus11-ENSSSCG00000003839
Ssus11-HNRNPA1.3	3.87830000147255e-07	-0.271754657475699	0.35	0.424	0.00467955678177678	10	Ssus11-HNRNPA1
Ssus11-HSPA8.4	4.27007501751335e-07	-0.266755220837127	0.911	0.885	0.00515227251613161	10	Ssus11-HSPA8
Ssus11-ENSSSCG00000012961.7	9.51488876403581e-07	-0.25670832730886	0.616	0.639	0.0114806647826856	10	Ssus11-ENSSSCG00000012961
Ssus11-SPARCL1.2	1.01865330702312e-06	-0.276725881726691	0.297	0.377	0.012291070802541	10	Ssus11-SPARCL1
Ssus11-FRZB.8	1.03872293250251e-06	-0.413843248190349	0.195	0.268	0.0125332309035753	10	Ssus11-FRZB
